"","road_fit_all","road_fit_all","road_fit_all","road_fit_all"
"256",34.9765200374061,32.3416483532935,30.0994576141257,37.3178841505461
"257",32.9152839523194,33.8761256776523,34.0446490793136,35.6975665247183
"258",34.5431721152845,35.7459285464234,32.0761161908933,36.0806863176317
"259",35.0386510325688,36.2275494521713,31.218272868021,34.5502544761819
"260",32.8688480487719,36.2837603141361,35.5604249227256,33.5020030512517
"261",34.2880895722459,33.9431979082813,41.2008277559558,36.5858868183792
"262",34.4224228625889,34.3111544919967,39.4791145341193,37.0716839166076
"263",35.6494004750905,34.5939720317278,30.8213344759471,37.699952089335
"264",35.6022813941751,35.1191107605653,43.714952595588,41.743272713907
"265",39.0591560538099,39.1970208454578,44.7521935007441,46.4353166429455
"266",40.1394087021372,40.8297546569528,42.8742765981426,49.0152175384298
"267",41.9639187525442,41.19444049009,45.7032568835252,50.3680293066729
"268",43.327051929783,42.7126490335562,47.6873168436934,51.358392740592
"269",43.785840293288,43.4828587643739,47.5653877996618,52.0137311060379
"270",44.571288272663,42.8018197669669,48.3695577809393,52.2059276008375
"271",44.1909709762136,39.9501811485354,46.6307130636571,49.5506867208787
"272",44.9076472387495,38.9304223465813,45.5083970517204,48.7923892807343
"273",35.7359810631349,39.1051226031699,22.5546106110779,33.420751507891
"274",33.2469044622182,32.885857461842,28.5724368783875,37.5052557490577
"275",33.2743902466647,33.550200509873,18.86100182981,37.0874356860237
"276",32.582357573225,35.2168202746439,19.4738415481563,36.9813289695248
"277",35.4017088721427,33.4743045218812,25.307311769779,38.0247752048661
"278",36.9208436728077,34.5211641764404,33.746658063207,41.1911799629356
"279",36.3947161367919,33.2986148499709,39.9360316330306,40.7858351900255
"280",34.568766266395,33.0886317814209,39.9952406979143,37.4110583521006
"281",32.8124436944528,34.3459335324194,36.8503467205732,34.0866247788529
"282",34.6144481012434,33.9262476498822,43.7687378850114,34.0222190945815
"283",35.0090990189028,37.7520621295015,33.8925118904979,31.0694346202129
"284",33.35048664864,34.64975610252,36.7639783426699,29.2229132837853
"285",34.0544555156376,33.8531520947379,40.2286767534178,29.742764260804
"286",34.452137724074,34.8157289948034,39.2529927903301,34.021679656001
"287",34.091690703011,34.4327724723445,34.4854354674425,35.7241256629211
"288",35.8584910398561,35.4958613133953,39.9347217139731,40.0123798287822
"289",38.614988237212,38.8303184556257,44.685159920702,44.9339303365837
"290",41.9108090121908,41.088524354433,44.1031358645198,47.8861695323125
"291",41.6348962528725,40.6038753740558,45.1409120709934,50.3775563597527
"292",43.4147320146608,43.8308936190456,47.3793260790701,50.9149024445402
"293",42.9814100852449,41.9168031440969,47.263227089504,51.9246942220586
"294",44.9133070214058,42.0166301147594,47.6581041753768,51.4362819030748
"295",44.3864476250205,40.3543273177494,48.2726988792403,50.5137418305529
"296",44.5370138992433,38.7458537668728,45.5459945172397,48.7026303712508
"297",36.1869106668634,38.3402126951137,23.8468848167242,33.353559976034
"298",33.2665140176882,33.4724543105885,22.6178870207115,36.7405643662807
"299",34.101982386459,35.1176918841751,18.2111996056577,37.0039699746554
"300",34.1936701361467,34.9411795874458,20.8834821585064,35.3855069498485
"301",34.8345916761795,32.411326386122,28.0887073174672,37.5702458602104
"302",37.2916009375,34.6913255253548,48.118743487002,40.1048195704759
"303",36.5648770954196,35.0861166673787,43.1032795976574,40.8031390271293
"304",35.3557716241083,32.5215232066547,35.7990532070862,37.5230158772162
"305",32.9762673297342,35.0101989305635,36.7854727405823,34.4535959963408
"306",35.5150734449743,33.8941421867645,42.1690420246522,34.7737387207597
"307",34.2309042317687,32.1346765727985,36.3586022743948,32.0149987999048
"308",32.9873997445834,33.3096801561961,41.7831245729697,25.8288249252501
"309",33.7166684859797,35.7354497072822,40.630766958328,32.6766594668121
"310",33.7950502441855,34.6587956861069,36.1200464227882,37.9123403407039
"311",35.4490576640687,33.7334304817819,34.7923818654339,37.473060606625
"312",36.2852578987385,36.1957454561228,42.3092476766127,41.8324880989284
"313",38.5244054727703,38.7903039969621,42.9357185555468,46.0368424761632
"314",41.0774103745933,39.5711101821626,43.6899079559258,48.3480827416037
"315",41.845600896326,41.7767567342526,46.0791982365426,50.9397704094948
"316",43.6181954611688,42.636745527484,46.734728809596,51.2968546391402
"317",43.5432736034572,43.5816303652464,47.1484912125772,51.8173906940563
"318",43.859304825711,41.3663639922496,48.2880085424627,51.7493528401216
"319",44.1467213675011,41.1932862513748,48.200228908802,50.9182312773133
"320",43.5230398432344,37.6301630914449,45.9962999826296,48.9817434486753
"321",37.5099395013918,37.0674653224789,25.701573297117,38.1587507395313
"322",33.1776136285183,34.2570194101642,32.1329232775212,37.3270026510321
"323",34.820021391499,35.9341645243002,18.8576948394946,34.7287573809421
"324",35.5461780432108,33.3233747635389,25.4531834710852,34.9242526310216
"325",35.0169356519809,33.9059931892468,31.9159821069321,37.2063757975808
"326",37.2743106053537,33.9383748257882,45.4082300776503,39.0503842149367
"327",36.953112560847,33.6250366993069,43.0744632067222,39.7914385906774
"328",34.190770938889,33.972926334379,34.6693316259358,35.5180048917074
"329",33.8602411357781,33.0984123624257,27.073562296943,34.0892426776003
"330",34.7809441396853,32.9416111748774,30.8932494582944,31.4559709926381
"331",33.6568925628506,36.2624212229434,27.8281927489661,34.3997483451012
"332",32.7549418045329,37.1579388481757,41.9120453917053,23.2781225428297
"333",33.7428649140306,34.9685959136824,42.0999468679,35.9661737957253
"334",35.4150883582533,33.8377406445673,35.3399979516586,39.3825985630167
"335",35.1880834246,34.6326607462806,39.2108878191716,36.6220080851825
"336",36.9289475882607,35.8122126194876,39.4757645641082,42.1192872287117
"337",39.832,40.108,43.8168333333333,46.1915
"338",40.8863333333333,41.2693333333333,44.6623333333333,48.9831666666667
"339",42.9411666666667,41.9921666666667,45.4855,50.4936666666667
"340",42.9791666666667,41.4076666666667,47.7696666666667,51.2951666666667
"341",44.704,44.356,47.8635,51.9468333333333
"342",44.1313333333333,43.0921666666667,49.9816666666667,53.3221666666667
"343",45.1441666666667,38.9998333333333,47.1095,49.1103333333333
"344",44.9965,40.1691666666667,45.319,48.772
"345",31.0638333333333,37.813,17.912,37.4618333333333
"346",33.4445,34.368,26.807,38.4955
"347",35.3111666666667,34.0933333333333,29.9115,36.9566666666667
"348",31.264,33.368,35.2108333333333,38.9441666666667
"349",35.2348333333333,33.9095,40.6713333333333,40.1888333333333
"350",37.946,34.9958333333333,42.3808333333333,41.6753333333333
"351",36.2931666666667,33.284,40.179,40.2726666666667
"352",34.4568333333333,31.7256666666667,38.925,36.81
"353",34.2033333333333,34.7011666666667,41.6198333333333,35.3055
"354",33.7515,35.432,40.6141666666667,32.988
"355",34.7551666666667,36.5443333333333,30.4063333333333,34.0341666666667
"356",33.5926666666667,35.396,37.8041666666667,35.5241666666667
"357",35.1766666666667,35.4865,40.2968333333333,37.6385
"358",35.595,34.8681666666667,39.2028333333333,37.023
"359",35.7481666666667,35.579,39.7706666666667,36.2776666666667
"360",37.2483333333333,35.7963333333333,40.2795,41.5253333333333
"361",40.1931666666667,38.3675,42.5913333333333,46.1411666666667
"362",41.533,40.6181666666667,44.3646666666667,49.186
"363",41.8015,41.8866666666667,46.2398333333333,50.2785
"364",43.4796666666667,43.3998333333333,48.1416666666667,51.425
"365",43.8291666666667,42.1733333333333,47.6206666666667,52.2568333333333
"366",44.7875,43.5523333333333,48.2408333333333,50.912
"367",44.711,39.4081666666667,48.4535,49.7486666666667
"368",46.0758333333333,38.2443333333333,45.248,48.6718333333333
"369",36.9816666666667,39.2348333333333,20.054,27.8793333333333
"370",31.9415,34.2961666666667,20.6688333333333,35.3253333333333
"371",31.7528333333333,34.289,13.7791666666667,34.644
"372",31.4071666666667,34.0798333333333,12.8841666666667,35.0503333333333
"373",34.0658333333333,33.3946666666667,28.271,35.0181666666667
"374",36.5458333333333,34.7548333333333,41.3993333333333,40.3038333333333
"375",36.0041666666667,36.1321666666667,40.7706666666667,41.5496666666667
"376",34.5431666666667,34.0975,37.4933333333333,38.3041666666667
"377",30.7841666666667,34.0893333333333,38.1913333333333,33.3841666666667
"378",34.6248333333333,34.9416666666667,39.4801666666667,36.756
"379",35.5045,37.0148333333333,39.7216666666667,29.5035
"380",32.5598333333333,34.7126666666667,40.2263333333333,20.2165
"381",33.0523333333333,30.102,39.8626666666667,27.331
"382",32.994,33.7345,39.2965,36.59
"383",35.2286666666667,34.2328333333333,29.6461666666667,37.9546666666667
"384",35.4028333333333,35.5671666666667,39.9608333333333,40.7781666666667
"385",39.1343333333333,38.5083333333333,42.4621666666667,45.64
"386",41.098,41.1103333333333,44.5115,47.7135
"387",41.4171666666667,40.6575,45.6508333333333,50.4625
"388",42.9305,42.6536666666667,46.5816666666667,50.633
"389",42.9016666666667,42.3475,47.8088333333333,51.222
"390",45.0376666666667,39.0445,47.8238333333333,52.0768333333333
"391",43.8081666666667,40.2606666666667,47.0453333333333,51.3068333333333
"392",43.738,37.9283333333333,44.7965,49.1116666666667
"393",36.6631666666667,37.67,29.4165,37.2036666666667
"394",33.4385,35.0668333333333,35.6736666666667,34.8405
"395",33.3045,34.573,17.7751666666667,37.158
"396",32.5131666666667,35.5855,23.5963333333333,34.2475
"397",34.03,33.9268333333333,25.0176666666667,38.206
"398",36.8593333333333,33.9461666666667,41.0828333333333,39.968
"399",36.66,33.4678333333333,41.358,39.9466666666667
"400",34.7815,33.6798333333333,33.7668333333333,37.0831666666667
"401",33.1688333333333,34.6043333333333,20.8236666666667,35.4775
"402",33.9831666666667,35.8621666666667,38.3436666666667,32.6845
"403",33.4241666666667,37.4846666666667,33.1651666666667,33.3011666666667
"404",33.5113333333333,35.9003333333333,41.1033333333333,36.4051666666667
"405",34.405,34.8135,40.0053333333333,38.5628333333333
"406",35.2036666666667,33.8136666666667,38.2963333333333,37.9143333333333
"407",33.3846666666667,34.1178333333333,38.9651666666667,37.6868333333333
"408",34.5625,35.0958333333333,40.4345,42.7528333333333
"409",36.2698333333333,39.3358322123622,42.6218333333333,45.8338333333333
"410",39.6552413840844,40.8175042382332,44.889,48.5212864525476
"411",41.9613083653681,41.2401785489983,45.7716666666667,50.2868212486713
"412",43.5629408418143,42.5357124729118,47.4282576646471,51.2522212787399
"413",43.9420623023332,43.8582778806093,47.6314129655373,51.8699074049049
"414",44.4294136048984,42.4069337482756,48.1902831476715,52.0092945351011
"415",44.2329133636831,39.9657239548848,46.3537247100078,49.9982573047018
"416",45.4079546744285,39.1074921873417,46.1762622683678,48.8235397419588
"417",36.0070570337315,38.5711335885754,23.4076689634686,33.4061653779869
"418",32.8208285781241,33.2277828067339,30.2372685251365,37.1059478749313
"419",32.968629073183,33.3959263912804,15.7017237293959,37.4856597911173
"420",32.954295344586,35.3819460613044,21.2120353373023,35.7543930192189
"421",35.9518498123571,33.6037374623977,22.813262713096,37.7573587482154
"422",36.7838542983081,34.3328673305851,34.5690450273943,40.9780300201767
"423",36.3392709287417,33.2047641625925,43.0689861394255,40.6900585904187
"424",34.5568800726569,32.9536890005792,39.0509612531939,37.4311847391932
"425",32.2931327554342,34.6948297854018,35.7488842697184,33.9631257101613
"426",35.2954387593916,33.9734526935911,45.4611054120391,33.8601386616184
"427",35.655842001441,37.7750819107814,31.0091258580821,30.7702102169601
"428",33.0023448709479,35.086642058776,37.1283199559492,29.9402256821131
